DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user_mixed_dailyactivity_20250610_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250610_1;80;554;1.38;{"meet_daily_targets":86,"move_every_hour":81,"recovery_time":74,"stay_active":74,"training_frequency":93,"training_volume":75};6717;116;851;2;259;6600;140;1618;1783;507;16145;648;32934;8201;520;8500;2581;2025-06-10;2025-06-10T04:00:00-04:00
user_mixed_dailyactivity_20250611_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250611_1;79;571;1.40;{"meet_daily_targets":82,"move_every_hour":76,"recovery_time":79,"stay_active":68,"training_frequency":90,"training_volume":67};6989;140;1026;2;193;4931;151;1746;1511;491;15817;721;36646;8927;520;8500;2552;2025-06-11;2025-06-11T04:00:00-04:00
user_mixed_dailyactivity_20250612_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250612_1;79;289;1.24;{"meet_daily_targets":81,"move_every_hour":91,"recovery_time":76,"stay_active":71,"training_frequency":87,"training_volume":71};5502;16;120;1;153;3900;51;593;2998;261;14077;667;33935;6611;520;8500;2328;2025-06-12;2025-06-12T04:00:00-04:00
user_mixed_dailyactivity_20250613_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250613_1;76;591;1.47;{"meet_daily_targets":82,"move_every_hour":78,"recovery_time":71,"stay_active":70,"training_frequency":85,"training_volume":65};7864;158;1156;2;245;6265;217;2503;636;0;16102;668;33946;9933;520;8500;2663;2025-06-13;2025-06-13T04:00:00-04:00
user_mixed_dailyactivity_20250614_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250614_1;84;372;1.29;{"meet_daily_targets":81,"move_every_hour":81,"recovery_time":77,"stay_active":91,"training_frequency":86,"training_volume":79};8057;8;58;2;190;4853;118;1363;443;449;15607;472;23993;7366;520;8500;2365;2025-06-14;2025-06-14T04:00:00-04:00
user_mixed_dailyactivity_20250615_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250615_1;84;384;1.30;{"meet_daily_targets":82,"move_every_hour":79,"recovery_time":77,"stay_active":90,"training_frequency":85,"training_volume":81};5644;25;185;2;153;3898;117;1353;2856;363;15362;429;21834;7227;520;8500;2361;2025-06-15;2025-06-15T04:00:00-04:00
user_mixed_dailyactivity_20250616_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250616_1;75;374;1.27;{"meet_daily_targets":78,"move_every_hour":77,"recovery_time":76,"stay_active":70,"training_frequency":83,"training_volume":71};6462;23;165;2;231;5887;81;938;2038;510;14157;655;33300;8105;520;8500;2419;2025-06-16;2025-06-16T04:00:00-04:00
user_mixed_dailyactivity_20250617_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250617_1;80;489;1.38;{"meet_daily_targets":83,"move_every_hour":85,"recovery_time":74,"stay_active":74,"training_frequency":86,"training_volume":77};6595;116;851;2;214;5458;144;1667;1905;491;14009;596;30311;7965;520;8500;2554;2025-06-17;2025-06-17T04:00:00-04:00
user_mixed_dailyactivity_20250618_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250618_1;79;504;1.42;{"meet_daily_targets":82,"move_every_hour":81,"recovery_time":74,"stay_active":75,"training_frequency":87,"training_volume":80};7095;131;958;2;272;6950;184;2122;1405;780;14142;605;30741;9029;520;8500;2493;2025-06-18;2025-06-18T04:00:00-04:00
user_mixed_dailyactivity_20250619_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250619_1;77;355;1.33;{"meet_daily_targets":79,"move_every_hour":75,"recovery_time":73,"stay_active":68,"training_frequency":88,"training_volume":78};7291;97;708;2;274;6991;102;1176;1209;225;13144;684;34759;9023;520;8500;2433;2025-06-19;2025-06-19T04:00:00-04:00
user_mixed_dailyactivity_20250620_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250620_1;78;492;1.43;{"meet_daily_targets":75,"move_every_hour":79,"recovery_time":78,"stay_active":73,"training_frequency":88,"training_volume":74};7011;177;1295;2;205;5239;162;1867;1489;514;16672;644;32757;8975;520;8500;2501;2025-06-20;2025-06-20T04:00:00-04:00
user_mixed_dailyactivity_20250621_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250621_1;85;439;1.39;{"meet_daily_targets":78,"move_every_hour":93,"recovery_time":80,"stay_active":92,"training_frequency":90,"training_volume":79};10126;16;115;1;185;4715;223;2572;0;490;12864;425;21635;6815;520;8500;2478;2025-06-21;2025-06-21T04:00:00-04:00
user_mixed_dailyactivity_20250622_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250622_1;82;477;1.29;{"meet_daily_targets":91,"move_every_hour":69,"recovery_time":75,"stay_active":89,"training_frequency":89,"training_volume":80};6173;0;0;3;243;6211;122;1408;2327;606;15258;440;22386;7889;520;8500;2482;2025-06-22;2025-06-22T04:00:00-04:00
user_mixed_dailyactivity_20250623_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250623_1;82;578;1.44;{"meet_daily_targets":89,"move_every_hour":83,"recovery_time":72,"stay_active":79,"training_frequency":90,"training_volume":84};6036;113;827;2;248;6335;217;2501;2464;186;15895;588;29895;7592;520;8500;2544;2025-06-23;2025-06-23T04:00:00-04:00
user_mixed_dailyactivity_20250624_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250624_1;83;593;1.36;{"meet_daily_targets":85,"move_every_hour":88,"recovery_time":74,"stay_active":72,"training_frequency":85,"training_volume":90};6244;78;573;1;220;5622;152;1754;2256;0;14705;649;32978;7535;520;8500;2635;2025-06-24;2025-06-24T04:00:00-04:00
user_mixed_dailyactivity_20250625_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250625_1;80;762;1.47;{"meet_daily_targets":89,"move_every_hour":71,"recovery_time":74,"stay_active":74,"training_frequency":84,"training_volume":80};7130;174;1272;3;318;8112;202;2327;1370;0;12948;642;32634;9055;520;8500;2829;2025-06-25;2025-06-25T04:00:00-04:00
user_mixed_dailyactivity_20250626_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250626_1;79;539;1.37;{"meet_daily_targets":94,"move_every_hour":67,"recovery_time":76,"stay_active":68,"training_frequency":93,"training_volume":81};6671;102;746;3;232;5916;148;1705;1829;220;14748;672;34187;8016;520;8500;2575;2025-06-26;2025-06-26T04:00:00-04:00
user_mixed_dailyactivity_20250627_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250627_1;83;798;1.52;{"meet_daily_targets":95,"move_every_hour":82,"recovery_time":72,"stay_active":74,"training_frequency":94,"training_volume":82};7928;201;1470;1;232;5933;244;2815;572;1065;15610;650;33063;9985;520;8500;2884;2025-06-27;2025-06-27T04:00:00-04:00
user_mixed_dailyactivity_20250628_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250628_1;87;444;1.38;{"meet_daily_targets":95,"move_every_hour":96,"recovery_time":74,"stay_active":96,"training_frequency":92,"training_volume":77};11686;11;80;0;166;4241;214;2466;0;704;14087;406;20654;8332;520;8500;2429;2025-06-28;2025-06-28T04:00:00-04:00
user_mixed_dailyactivity_20250629_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250629_1;87;426;1.30;{"meet_daily_targets":90,"move_every_hour":90,"recovery_time":75,"stay_active":97,"training_frequency":97,"training_volume":82};7695;23;167;0;192;4906;118;1356;805;44;15820;364;18531;9899;520;8500;2428;2025-06-29;2025-06-29T04:00:00-04:00
user_mixed_dailyactivity_20250630_1;user_mixed;user_mixed;2025-07-01T10:00:00Z;user_mixed_dailyactivity_20250630_1;81;598;1.49;{"meet_daily_targets":91,"move_every_hour":71,"recovery_time":76,"stay_active":74,"training_frequency":96,"training_volume":79};7627;201;1469;2;161;4103;211;2434;873;626;15817;640;32547;9658;520;8500;2670;2025-06-30;2025-06-30T04:00:00-04:00
