DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user_increasing_dailyactivity_20250610_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250610_1;83;573;1.38;{"meet_daily_targets":88,"move_every_hour":84,"recovery_time":74,"stay_active":77,"training_frequency":94,"training_volume":78};6615;120;879;2;265;6778;145;1672;1885;507;16145;619;31450;8077;520;8500;2590;2025-06-10;2025-06-10T04:00:00-04:00
user_increasing_dailyactivity_20250611_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250611_1;83;320;1.25;{"meet_daily_targets":87,"move_every_hour":79,"recovery_time":78,"stay_active":71,"training_frequency":95,"training_volume":74};7159;20;144;2;212;5418;62;714;1341;491;15817;683;34738;9145;520;8500;2379;2025-06-11;2025-06-11T04:00:00-04:00
user_increasing_dailyactivity_20250612_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250612_1;84;549;1.37;{"meet_daily_targets":86,"move_every_hour":94,"recovery_time":75,"stay_active":75,"training_frequency":93,"training_volume":78};5874;125;911;0;150;3842;134;1541;2626;261;14077;630;32027;7058;520;8500;2605;2025-06-12;2025-06-12T04:00:00-04:00
user_increasing_dailyactivity_20250613_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250613_1;82;607;1.48;{"meet_daily_targets":91,"move_every_hour":82,"recovery_time":70,"stay_active":74,"training_frequency":95,"training_volume":77};8034;162;1188;2;241;6160;223;2572;466;0;16102;629;31974;10147;520;8500;2645;2025-06-13;2025-06-13T04:00:00-04:00
user_increasing_dailyactivity_20250614_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250614_1;87;799;1.54;{"meet_daily_targets":89,"move_every_hour":85,"recovery_time":76,"stay_active":96,"training_frequency":94,"training_volume":90};9561;68;497;1;212;5418;347;4009;0;449;15607;438;22249;8741;520;8500;2773;2025-06-14;2025-06-14T04:00:00-04:00
user_increasing_dailyactivity_20250615_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250615_1;88;432;1.32;{"meet_daily_targets":92,"move_every_hour":83,"recovery_time":76,"stay_active":95,"training_frequency":95,"training_volume":93};6880;28;208;1;153;3914;132;1522;1620;363;15362;401;20370;8809;520;8500;2468;2025-06-15;2025-06-15T04:00:00-04:00
user_increasing_dailyactivity_20250616_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250616_1;83;715;1.48;{"meet_daily_targets":88,"move_every_hour":81,"recovery_time":75,"stay_active":75,"training_frequency":95,"training_volume":85};6251;172;1261;1;260;6629;213;2459;2249;510;14157;612;31101;7841;520;8500;2749;2025-06-16;2025-06-16T04:00:00-04:00
user_increasing_dailyactivity_20250617_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250617_1;86;539;1.40;{"meet_daily_targets":92,"move_every_hour":89,"recovery_time":73,"stay_active":79,"training_frequency":96,"training_volume":89};6901;128;938;1;210;5373;159;1838;1599;491;14009;554;28157;8334;520;8500;2599;2025-06-17;2025-06-17T04:00:00-04:00
user_increasing_dailyactivity_20250618_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250618_1;86;518;1.43;{"meet_daily_targets":90,"move_every_hour":85,"recovery_time":73,"stay_active":79,"training_frequency":95,"training_volume":90};8292;134;984;1;265;6778;189;2178;208;780;14142;564;28659;10552;520;8500;2606;2025-06-18;2025-06-18T04:00:00-04:00
user_increasing_dailyactivity_20250619_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250619_1;84;387;1.34;{"meet_daily_targets":85,"move_every_hour":80,"recovery_time":72,"stay_active":74,"training_frequency":95,"training_volume":87};6956;105;771;1;292;7454;111;1282;1544;225;13144;630;32039;8608;520;8500;2412;2025-06-19;2025-06-19T04:00:00-04:00
user_increasing_dailyactivity_20250620_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250620_1;84;513;1.44;{"meet_daily_targets":81,"move_every_hour":82,"recovery_time":77,"stay_active":77,"training_frequency":95,"training_volume":82};7505;185;1352;1;218;5571;169;1949;995;514;16672;603;30686;9607;520;8500;2507;2025-06-20;2025-06-20T04:00:00-04:00
user_increasing_dailyactivity_20250621_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250621_1;91;1348;1.79;{"meet_daily_targets":84,"move_every_hour":97,"recovery_time":79,"stay_active":97,"training_frequency":97,"training_volume":87};10560;120;881;0;193;4925;586;6765;0;490;12864;397;20185;7107;520;8500;3361;2025-06-21;2025-06-21T04:00:00-04:00
user_increasing_dailyactivity_20250622_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250622_1;87;529;1.30;{"meet_daily_targets":97,"move_every_hour":73,"recovery_time":77,"stay_active":93,"training_frequency":96,"training_volume":88};5698;0;0;2;231;5909;136;1564;2802;606;15258;415;21115;7282;520;8500;2529;2025-06-22;2025-06-22T04:00:00-04:00
user_increasing_dailyactivity_20250623_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250623_1;86;535;1.42;{"meet_daily_targets":94,"move_every_hour":86,"recovery_time":75,"stay_active":82,"training_frequency":96,"training_volume":90};6174;105;765;1;255;6516;201;2316;2326;186;15895;561;28520;7766;520;8500;2601;2025-06-23;2025-06-23T04:00:00-04:00
user_increasing_dailyactivity_20250624_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250624_1;85;561;1.35;{"meet_daily_targets":89,"move_every_hour":91,"recovery_time":78,"stay_active":76,"training_frequency":89,"training_volume":96};6587;74;541;0;211;5398;144;1658;1913;0;14705;612;31096;7949;520;8500;2581;2025-06-24;2025-06-24T04:00:00-04:00
user_increasing_dailyactivity_20250625_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250625_1;83;722;1.45;{"meet_daily_targets":94,"move_every_hour":73,"recovery_time":77,"stay_active":76,"training_frequency":90,"training_volume":87};7586;165;1205;2;296;7551;191;2205;914;0;12948;616;31338;9634;520;8500;2768;2025-06-25;2025-06-25T04:00:00-04:00
user_increasing_dailyactivity_20250626_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250626_1;83;583;1.39;{"meet_daily_targets":98,"move_every_hour":69,"recovery_time":78,"stay_active":70,"training_frequency":98,"training_volume":87};6941;110;806;2;243;6207;160;1844;1559;220;14748;648;32955;8340;520;8500;2600;2025-06-26;2025-06-26T04:00:00-04:00
user_increasing_dailyactivity_20250627_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250627_1;84;756;1.50;{"meet_daily_targets":98,"move_every_hour":83,"recovery_time":73,"stay_active":75,"training_frequency":98,"training_volume":86};7650;190;1392;1;226;5772;231;2667;850;1065;15610;634;32245;9635;520;8500;2787;2025-06-27;2025-06-27T04:00:00-04:00
user_increasing_dailyactivity_20250628_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250628_1;90;1534;1.81;{"meet_daily_targets":97,"move_every_hour":97,"recovery_time":74,"stay_active":98,"training_frequency":94,"training_volume":80};11100;95;692;0;183;4685;633;7301;0;704;14087;399;20302;7914;520;8500;3583;2025-06-28;2025-06-28T04:00:00-04:00
user_increasing_dailyactivity_20250629_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250629_1;90;456;1.31;{"meet_daily_targets":91,"move_every_hour":90,"recovery_time":75,"stay_active":97,"training_frequency":97,"training_volume":82};7145;24;179;0;190;4843;126;1450;1355;44;15820;360;18305;9191;520;8500;2513;2025-06-29;2025-06-29T04:00:00-04:00
user_increasing_dailyactivity_20250630_1;user_increasing;user_increasing;2025-07-01T10:00:00Z;user_increasing_dailyactivity_20250630_1;82;621;1.50;{"meet_daily_targets":92,"move_every_hour":71,"recovery_time":76,"stay_active":74,"training_frequency":97,"training_volume":80};8284;208;1525;2;164;4184;219;2527;216;626;15817;634;32247;10490;520;8500;2706;2025-06-30;2025-06-30T04:00:00-04:00
