DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user_declining_dailyactivity_20250611_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250611_1;72;529;1.38;{"meet_daily_targets":76,"move_every_hour":75,"recovery_time":79,"stay_active":64,"training_frequency":81,"training_volume":58};6198;130;950;2;189;4820;140;1618;2302;491;15817;759;38584;7917;520;8500;2540;2025-06-11;2025-06-11T04:00:00-04:00
user_declining_dailyactivity_20250612_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250612_1;73;289;1.24;{"meet_daily_targets":74,"move_every_hour":91,"recovery_time":76,"stay_active":65,"training_frequency":77,"training_volume":60};5042;16;120;1;140;3586;51;593;3458;261;14077;725;36870;6058;520;8500;2306;2025-06-12;2025-06-12T04:00:00-04:00
user_declining_dailyactivity_20250613_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250613_1;69;366;1.36;{"meet_daily_targets":77,"move_every_hour":78,"recovery_time":71,"stay_active":62,"training_frequency":75,"training_volume":55};5011;98;717;2;202;5151;134;1551;3489;0;16102;748;38025;6329;520;8500;2460;2025-06-13;2025-06-13T04:00:00-04:00
user_declining_dailyactivity_20250614_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250614_1;77;510;1.41;{"meet_daily_targets":76,"move_every_hour":82,"recovery_time":77,"stay_active":85,"training_frequency":76,"training_volume":70};6796;43;318;2;199;5070;222;2560;1704;449;15607;513;26064;6213;520;8500;2597;2025-06-14;2025-06-14T04:00:00-04:00
user_declining_dailyactivity_20250615_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250615_1;79;302;1.28;{"meet_daily_targets":78,"move_every_hour":79,"recovery_time":77,"stay_active":85,"training_frequency":78,"training_volume":73};5333;20;146;3;129;3300;92;1065;3167;363;15362;462;23468;6828;520;8500;2292;2025-06-15;2025-06-15T04:00:00-04:00
user_declining_dailyactivity_20250616_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250616_1;73;374;1.27;{"meet_daily_targets":75,"move_every_hour":77,"recovery_time":76,"stay_active":68,"training_frequency":80,"training_volume":67};5051;23;165;2;235;5997;81;938;3449;510;14157;681;34622;6336;520;8500;2397;2025-06-16;2025-06-16T04:00:00-04:00
user_declining_dailyactivity_20250617_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250617_1;78;496;1.38;{"meet_daily_targets":79,"move_every_hour":85,"recovery_time":74,"stay_active":73,"training_frequency":83,"training_volume":72};7018;118;864;3;181;4629;147;1692;1482;491;14009;608;30914;8476;520;8500;2527;2025-06-17;2025-06-17T04:00:00-04:00
user_declining_dailyactivity_20250618_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250618_1;78;254;1.25;{"meet_daily_targets":76,"move_every_hour":80,"recovery_time":75,"stay_active":73,"training_frequency":81,"training_volume":71};6835;17;121;3;271;6907;68;781;1665;780;14142;624;31745;8698;520;8500;2334;2025-06-18;2025-06-18T04:00:00-04:00
user_declining_dailyactivity_20250619_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250619_1;71;339;1.32;{"meet_daily_targets":71,"move_every_hour":74,"recovery_time":74,"stay_active":66,"training_frequency":80,"training_volume":67};6452;92;676;3;252;6430;97;1123;2048;225;13144;708;35986;7985;520;8500;2353;2025-06-19;2025-06-19T04:00:00-04:00
user_declining_dailyactivity_20250620_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250620_1;73;420;1.39;{"meet_daily_targets":66,"move_every_hour":77,"recovery_time":79,"stay_active":70,"training_frequency":79,"training_volume":62};7308;151;1107;3;194;4941;138;1597;1192;514;16672;675;34340;9356;520;8500;2453;2025-06-20;2025-06-20T04:00:00-04:00
user_declining_dailyactivity_20250621_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250621_1;80;1207;1.72;{"meet_daily_targets":67,"move_every_hour":90,"recovery_time":81,"stay_active":88,"training_frequency":79,"training_volume":65};9477;108;789;2;187;4784;525;6056;0;490;12864;450;22899;6378;520;8500;3213;2025-06-21;2025-06-21T04:00:00-04:00
user_declining_dailyactivity_20250622_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250622_1;73;478;1.29;{"meet_daily_targets":79,"move_every_hour":66,"recovery_time":79,"stay_active":85,"training_frequency":76,"training_volume":64};5108;0;0;4;196;4999;122;1413;3392;606;15258;470;23889;6528;520;8500;2512;2025-06-22;2025-06-22T04:00:00-04:00
user_declining_dailyactivity_20250623_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250623_1;74;276;1.26;{"meet_daily_targets":77,"move_every_hour":79,"recovery_time":77,"stay_active":74,"training_frequency":77,"training_volume":67};5305;14;99;3;210;5362;75;870;3195;186;15895;634;32222;6672;520;8500;2249;2025-06-23;2025-06-23T04:00:00-04:00
user_declining_dailyactivity_20250624_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250624_1;74;480;1.33;{"meet_daily_targets":72,"move_every_hour":84,"recovery_time":80,"stay_active":67,"training_frequency":71,"training_volume":73};6369;63;463;2;201;5141;123;1419;2131;0;14705;699;35517;7686;520;8500;2446;2025-06-24;2025-06-24T04:00:00-04:00
user_declining_dailyactivity_20250625_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250625_1;69;695;1.44;{"meet_daily_targets":76,"move_every_hour":66,"recovery_time":79,"stay_active":67,"training_frequency":71,"training_volume":63};6680;159;1161;4;268;6847;184;2124;1820;0;12948;710;36086;8484;520;8500;2767;2025-06-25;2025-06-25T04:00:00-04:00
user_declining_dailyactivity_20250626_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250626_1;69;457;1.35;{"meet_daily_targets":79,"move_every_hour":62,"recovery_time":80,"stay_active":61,"training_frequency":78,"training_volume":61};5777;87;633;4;225;5755;125;1447;2723;220;14748;750;38150;6942;520;8500;2506;2025-06-26;2025-06-26T04:00:00-04:00
user_declining_dailyactivity_20250627_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250627_1;73;385;1.27;{"meet_daily_targets":77,"move_every_hour":76,"recovery_time":75,"stay_active":66,"training_frequency":76,"training_volume":59};7118;24;177;3;221;5633;86;992;1382;1065;15610;736;37441;8965;520;8500;2477;2025-06-27;2025-06-27T04:00:00-04:00
user_declining_dailyactivity_20250628_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250628_1;77;1238;1.69;{"meet_daily_targets":77,"move_every_hour":88,"recovery_time":76,"stay_active":87,"training_frequency":72,"training_volume":53};9707;76;559;2;150;3833;511;5891;0;704;14087;466;23683;6921;520;8500;3215;2025-06-28;2025-06-28T04:00:00-04:00
user_declining_dailyactivity_20250629_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250629_1;73;379;1.29;{"meet_daily_targets":71,"move_every_hour":82,"recovery_time":77,"stay_active":87,"training_frequency":77,"training_volume":56};6164;20;149;2;163;4170;105;1206;2336;44;15820;422;21447;7929;520;8500;2424;2025-06-29;2025-06-29T04:00:00-04:00
user_declining_dailyactivity_20250630_1;user_declining;user_declining;2025-07-01T10:00:00Z;user_declining_dailyactivity_20250630_1;67;529;1.45;{"meet_daily_targets":72,"move_every_hour":63,"recovery_time":78,"stay_active":64,"training_frequency":76,"training_volume":53};6876;177;1298;4;139;3557;186;2151;1624;626;15817;738;37539;8707;520;8500;2504;2025-06-30;2025-06-30T04:00:00-04:00
