DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user1_dailyactivity_20250613_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250613_1;84;654;1.6;{"meet_daily_targets":94,"move_every_hour":84,"recovery_time":70,"stay_active":77,"training_frequency":98,"training_volume":81};8071;175;1280;1;269;6860;240;2771;429;0;16102;601;30573;10194;520;8500;2725;2025-06-13;2025-06-13T04:00:00-04:00
user1_dailyactivity_20250614_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250614_1;91;776;1.7;{"meet_daily_targets":93,"move_every_hour":87,"recovery_time":76,"stay_active":98,"training_frequency":98,"training_volume":95};9569;66;483;1;230;5874;337;3894;0;449;15607;423;21517;8748;520;8500;2750;2025-06-14;2025-06-14T04:00:00-04:00
user1_dailyactivity_20250615_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250615_1;93;438;1.4;{"meet_daily_targets":95,"move_every_hour":85,"recovery_time":76,"stay_active":97,"training_frequency":98,"training_volume":97};6708;29;211;1;169;4304;134;1543;1792;363;15362;387;19672;8589;520;8500;2508;2025-06-15;2025-06-15T04:00:00-04:00
user1_dailyactivity_20250616_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250616_1;86;780;1.6;{"meet_daily_targets":91,"move_every_hour":83,"recovery_time":75,"stay_active":77,"training_frequency":98,"training_volume":89};6688;188;1375;1;267;6822;232;2681;1812;510;14157;590;30004;8389;520;8500;2852;2025-06-16;2025-06-16T04:00:00-04:00
user1_dailyactivity_20250617_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250617_1;87;535;1.5;{"meet_daily_targets":94,"move_every_hour":91,"recovery_time":73,"stay_active":81,"training_frequency":98,"training_volume":92};7400;127;931;1;220;5624;158;1824;1100;491;14009;538;27334;8937;520;8500;2562;2025-06-17;2025-06-17T04:00:00-04:00
user1_dailyactivity_20250618_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250618_1;85;530;1.6;{"meet_daily_targets":92,"move_every_hour":86,"recovery_time":73,"stay_active":81,"training_frequency":98,"training_volume":93};7911;138;1007;1;290;7415;193;2230;589;780;14142;550;27958;10067;520;8500;2523;2025-06-18;2025-06-18T04:00:00-04:00
user1_dailyactivity_20250619_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250619_1;84;400;1.5;{"meet_daily_targets":88,"move_every_hour":81,"recovery_time":72,"stay_active":75,"training_frequency":98,"training_volume":90};7426;109;797;1;303;7735;115;1324;1074;225;13144;618;31421;9190;520;8500;2440;2025-06-19;2025-06-19T04:00:00-04:00
user1_dailyactivity_20250620_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250620_1;85;495;1.6;{"meet_daily_targets":84,"move_every_hour":84,"recovery_time":77,"stay_active":79,"training_frequency":98,"training_volume":86};8099;178;1304;1;217;5542;163;1880;401;514;16672;586;29816;10368;520;8500;2586;2025-06-20;2025-06-20T04:00:00-04:00
user1_dailyactivity_20250621_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250621_1;92;1464;2.0;{"meet_daily_targets":85,"move_every_hour":98,"recovery_time":79,"stay_active":98,"training_frequency":98,"training_volume":89};11281;131;957;0;204;5201;637;7348;0;490;12864;389;19762;7592;520;8500;3449;2025-06-21;2025-06-21T04:00:00-04:00
user1_dailyactivity_20250622_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250622_1;87;530;1.4;{"meet_daily_targets":98,"move_every_hour":74,"recovery_time":77,"stay_active":94,"training_frequency":97,"training_volume":89};6355;0;0;2;244;6231;136;1566;2145;606;15258;407;20692;8121;520;8500;2571;2025-06-22;2025-06-22T04:00:00-04:00
user1_dailyactivity_20250623_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250623_1;89;575;1.6;{"meet_daily_targets":96,"move_every_hour":87,"recovery_time":75,"stay_active":84,"training_frequency":98,"training_volume":93};6579;112;822;1;254;6489;216;2487;1921;186;15895;547;27830;8275;520;8500;2665;2025-06-23;2025-06-23T04:00:00-04:00
user1_dailyactivity_20250624_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250624_1;87;584;1.5;{"meet_daily_targets":91,"move_every_hour":92,"recovery_time":78,"stay_active":77,"training_frequency":91,"training_volume":98};6953;77;564;0;232;5913;150;1727;1547;0;14705;604;30722;8391;520;8500;2604;2025-06-24;2025-06-24T04:00:00-04:00
user1_dailyactivity_20250625_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250625_1;85;765;1.6;{"meet_daily_targets":95,"move_every_hour":74,"recovery_time":77,"stay_active":77,"training_frequency":91,"training_volume":88};7823;175;1277;2;330;8421;203;2337;677;0;12948;608;30904;9935;520;8500;2838;2025-06-25;2025-06-25T04:00:00-04:00
user1_dailyactivity_20250626_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250626_1;82;553;1.5;{"meet_daily_targets":98,"move_every_hour":70,"recovery_time":78,"stay_active":71,"training_frequency":98,"training_volume":87};6717;104;765;2;256;6536;152;1749;1783;220;14748;641;32616;8071;520;8500;2628;2025-06-26;2025-06-26T04:00:00-04:00
user1_dailyactivity_20250627_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250627_1;85;803;1.7;{"meet_daily_targets":98,"move_every_hour":84,"recovery_time":73,"stay_active":76,"training_frequency":98,"training_volume":86};7722;202;1479;1;241;6150;246;2833;778;1065;15610;628;31943;9726;520;8500;2739;2025-06-27;2025-06-27T04:00:00-04:00
user1_dailyactivity_20250628_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250628_1;92;1480;2.0;{"meet_daily_targets":98,"move_every_hour":97,"recovery_time":74,"stay_active":98,"training_frequency":95,"training_volume":81};11533;91;668;0;185;4711;611;7045;0;704;14087;396;20147;8223;520;8500;3543;2025-06-28;2025-06-28T04:00:00-04:00
user1_dailyactivity_20250629_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250629_1;89;462;1.4;{"meet_daily_targets":91,"move_every_hour":91,"recovery_time":75,"stay_active":98,"training_frequency":98,"training_volume":83};7665;25;181;0;199;5079;127;1469;835;44;15820;357;18145;9860;520;8500;2608;2025-06-29;2025-06-29T04:00:00-04:00
user1_dailyactivity_20250630_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250630_1;83;625;1.6;{"meet_daily_targets":93,"move_every_hour":72,"recovery_time":76,"stay_active":75,"training_frequency":98,"training_volume":81};7895;210;1535;2;165;4200;220;2543;605;626;15817;626;31854;9998;520;8500;2625;2025-06-30;2025-06-30T04:00:00-04:00
